area_sqft,bedrooms,age_years,distance_city_km,price_lakh
1473.0,1.0,24.0,10.5,85.0
2776.0,5.0,36.0,3.1,154.8
2035.0,3.0,25.0,13.7,90.6
2533.0,5.0,10.0,14.2,153.6
1736.0,5.0,16.0,10.4,123.7
744.0,4.0,40.0,13.4,54.4
2373.0,4.0,21.0,5.9,135.1
1259.0,1.0,5.0,22.3,71.5
2167.0,4.0,35.0,4.2,120.7
822.0,3.0,1.0,11.5,67.4
1754.0,3.0,11.0,8.4,113.0
2301.0,5.0,36.0,7.7,132.8
2885.0,5.0,9.0,23.4,165.4
2136.0,1.0,16.0,13.9,-20.0
1444.0,5.0,22.0,1.7,102.0
2400.0,2.0,9.0,10.2,111.4
2269.0,5.0,10.0,6.4,133.9
1413.0,4.0,6.0,8.4,100.2
925.0,4.0,37.0,1.3,70.4
1877.0,4.0,27.0,6.1,112.4
582.0,5.0,26.0,16.4,77.6
1293.0,5.0,1.0,16.0,109.8
2800.0,5.0,38.0,5.0,159.7
1628.0,4.0,20.0,8.0,121.0
1060.0,4.0,24.0,7.2,90.2
1107.0,4.0,34.0,1.9,76.8
1267.0,3.0,34.0,8.1,72.4
1272.0,3.0,21.0,14.5,89.8
1949.0,2.0,8.0,2.0,103.4
631.0,3.0,30.0,22.1,47.5
2167.0,3.0,1.0,11.5,141.0
1871.0,4.0,38.0,2.9,113.9
1866.0,5.0,27.0,20.4,100.7
2959.0,2.0,39.0,8.8,138.3
529.0,1.0,28.0,19.4,38.3
1216.0,5.0,2.0,13.5,96.0
1596.0,5.0,31.0,3.7,121.1
1432.0,2.0,33.0,7.9,91.4
997.0,4.0,23.0,11.9,78.8
,2.0,29.0,5.2,62.5
2754.0,2.0,20.0,1.5,155.7
1866.0,2.0,24.0,18.1,86.2
2929.0,1.0,6.0,4.5,138.9
1957.0,5.0,2.0,7.4,119.5
1194.0,4.0,27.0,15.9,79.2
940.0,1.0,33.0,10.5,49.0
2748.0,2.0,34.0,10.8,135.5
2200.0,1.0,28.0,11.0,92.0
2067.0,3.0,16.0,17.3,102.1
1933.0,5.0,28.0,14.7,121.0
1754.0,4.0,11.0,16.3,101.6
2426.0,4.0,38.0,17.4,114.1
2674.0,3.0,5.0,1.2,128.4
835.0,2.0,35.0,17.1,37.7
1757.0,1.0,6.0,8.9,100.4
2137.0,3.0,21.0,10.7,130.6
1355.0,4.0,39.0,4.0,86.0
1219.0,3.0,33.0,12.5,80.7
2213.0,3.0,4.0,21.5,110.8
2672.0,2.0,27.0,21.9,115.8
2863.0,5.0,12.0,10.4,147.0
2054.0,1.0,35.0,22.6,92.1
712.0,5.0,33.0,20.5,66.7
920.0,5.0,8.0,18.0,88.0
2242.0,4.0,18.0,1.9,130.4
2716.0,3.0,4.0,24.7,139.0
1403.0,1.0,3.0,5.9,83.5
881.0,4.0,32.0,12.3,59.3
2210.0,1.0,33.0,2.6,107.6
659.0,1.0,21.0,10.2,35.8
1770.0,3.0,14.0,14.9,106.4
1792.0,5.0,17.0,12.9,110.5
2080.0,3.0,16.0,4.6,113.7
,5.0,17.0,24.8,123.1
2517.0,3.0,32.0,16.9,118.3
2547.0,2.0,28.0,19.6,126.7
1852.0,4.0,22.0,14.5,92.8
2337.0,4.0,12.0,20.8,122.4
2557.0,4.0,36.0,2.5,152.2
1863.0,2.0,35.0,8.6,93.3
2857.0,1.0,12.0,22.2,121.0
2706.0,4.0,28.0,6.1,172.5
2661.0,3.0,24.0,8.4,137.5
1476.0,4.0,18.0,15.6,104.9
514.0,3.0,19.0,17.7,49.5
547.0,4.0,33.0,19.9,68.3
2018.0,4.0,12.0,11.2,132.3
2227.0,2.0,23.0,2.1,131.2
680.0,1.0,11.0,18.2,56.3
2641.0,3.0,20.0,15.0,134.7
2356.0,3.0,27.0,9.0,134.8
1558.0,5.0,22.0,9.5,117.2
2572.0,5.0,36.0,22.3,143.8
1974.0,3.0,31.0,9.3,107.7
2195.0,1.0,34.0,6.8,75.0
1871.0,4.0,31.0,16.5,112.7
1530.0,4.0,35.0,14.2,92.8
964.0,1.0,8.0,4.1,49.6
1757.0,3.0,7.0,24.9,107.8
1124.0,2.0,17.0,19.9,85.8
1258.0,2.0,39.0,12.7,63.9
1011.0,4.0,7.0,8.4,104.6
1519.0,2.0,34.0,9.0,73.7
1641.0,4.0,10.0,23.9,112.4
1283.0,2.0,17.0,22.6,82.1
1598.0,5.0,20.0,21.7,98.8
1999.0,5.0,33.0,10.3,133.7
1268.0,2.0,26.0,16.7,85.4
2840.0,1.0,27.0,7.0,133.1
2659.0,2.0,37.0,23.1,139.1
603.0,2.0,31.0,23.4,40.9
961.0,3.0,0.0,7.3,72.9
788.0,3.0,12.0,23.5,66.8
2772.0,3.0,27.0,24.9,121.6
1814.0,4.0,0.0,23.9,109.1
2157.0,2.0,1.0,14.5,127.2
2644.0,3.0,14.0,14.6,-20.0
2807.0,5.0,13.0,22.2,145.7
1512.0,5.0,40.0,19.1,91.6
1258.0,4.0,9.0,14.9,84.5
1788.0,5.0,16.0,21.4,113.3
2560.0,5.0,23.0,21.5,129.7
1229.0,4.0,38.0,14.9,65.6
1798.0,1.0,9.0,3.8,83.9
515.0,1.0,0.0,17.6,30.4
1225.0,1.0,4.0,23.0,76.9
2462.0,2.0,23.0,17.5,121.6
599.0,4.0,27.0,21.0,53.3
2787.0,4.0,9.0,2.1,169.1
1744.0,4.0,12.0,22.9,107.2
2743.0,2.0,21.0,13.9,131.5
849.0,3.0,19.0,8.6,69.4
1696.0,5.0,30.0,14.6,122.2
2427.0,3.0,10.0,20.5,121.0
2464.0,1.0,18.0,15.5,107.8
738.0,2.0,37.0,3.1,55.5
646.0,2.0,17.0,20.6,50.6
2613.0,3.0,31.0,4.6,144.1
2356.0,3.0,0.0,13.0,130.8
1472.0,5.0,3.0,12.2,102.5
1745.0,1.0,36.0,2.2,102.8
1008.0,4.0,3.0,22.1,62.7
2354.0,1.0,28.0,16.3,111.5
2949.0,1.0,21.0,4.5,139.2
2392.0,1.0,12.0,11.7,131.0
1366.0,3.0,6.0,6.6,92.6
589.0,1.0,,9.1,51.2
777.0,3.0,17.0,1.2,60.2
664.0,4.0,22.0,17.1,44.0
1930.0,3.0,40.0,18.8,109.7
1493.0,3.0,22.0,10.5,95.3
682.0,5.0,21.0,22.6,59.4
1410.0,4.0,14.0,6.1,76.9
545.0,3.0,18.0,10.1,45.3
2455.0,3.0,2.0,16.9,120.7
2423.0,2.0,11.0,18.1,113.9
1542.0,3.0,14.0,8.3,94.0
2098.0,1.0,,14.5,114.1
1363.0,3.0,28.0,16.5,77.3
1827.0,4.0,1.0,19.9,122.8
1747.0,3.0,29.0,5.8,106.1
2523.0,5.0,13.0,21.0,144.5
1529.0,3.0,16.0,10.5,107.3
872.0,10.0,2.0,10.1,71.7
1772.0,5.0,26.0,22.7,112.2
569.0,1.0,22.0,21.1,34.6
1407.0,1.0,12.0,21.0,82.5
1213.0,3.0,34.0,1.2,82.5
2023.0,5.0,35.0,6.5,119.8
1653.0,5.0,38.0,20.5,95.8
1791.0,1.0,16.0,6.7,87.6
1868.0,2.0,6.0,8.0,89.4
2924.0,5.0,30.0,19.9,177.0
2120.0,2.0,4.0,13.9,120.6
,3.0,18.0,23.4,57.7
1800.0,3.0,4.0,12.4,102.7
2627.0,,31.0,16.0,146.2
797.0,1.0,12.0,20.3,51.1
1216.0,3.0,21.0,18.7,50.1
504.0,3.0,21.0,3.4,-20.0
694.0,2.0,27.0,5.7,64.2
1791.0,3.0,34.0,1.4,95.7
1598.0,1.0,37.0,7.4,70.4
1516.0,4.0,21.0,10.7,90.5
2984.0,4.0,9.0,8.8,162.5
1818.0,5.0,4.0,9.8,128.9
2609.0,1.0,10.0,6.1,116.1
2036.0,5.0,34.0,18.7,127.0
587.0,2.0,26.0,10.7,46.9
916.0,2.0,10.0,13.5,52.8
1053.0,1.0,3.0,7.8,65.7
1548.0,5.0,7.0,2.6,114.6
1416.0,4.0,2.0,17.3,102.2
1574.0,5.0,22.0,15.1,94.4
1201.0,3.0,1.0,6.3,85.8
2834.0,3.0,25.0,15.4,143.4
2860.0,5.0,6.0,13.9,172.6
1020.0,4.0,21.0,11.5,79.9
2425.0,1.0,11.0,21.9,111.2
2423.0,2.0,32.0,19.6,110.0
2741.0,4.0,21.0,3.3,152.5
1702.0,1.0,3.0,23.2,90.9
1707.0,2.0,10.0,23.5,86.8
1891.0,1.0,35.0,21.8,69.9
1579.0,3.0,23.0,24.6,90.4
1881.0,1.0,8.0,4.8,78.0
1982.0,3.0,36.0,12.7,98.7
1996.0,5.0,12.0,9.8,116.5
1809.0,3.0,21.0,8.0,115.7
1746.0,3.0,20.0,13.3,93.1
2741.0,1.0,24.0,18.6,114.7
2613.0,1.0,7.0,2.3,139.1
1395.0,1.0,8.0,7.8,85.0
894.0,2.0,32.0,13.7,57.8
1180.0,2.0,23.0,9.9,74.0
2535.0,2.0,8.0,7.3,124.0
885.0,5.0,9.0,8.7,84.6
2396.0,5.0,17.0,21.2,140.3
2250.0,4.0,36.0,20.1,127.8
1514.0,4.0,39.0,12.9,100.7
2203.0,3.0,13.0,,117.0
1801.0,5.0,19.0,12.6,122.5
845.0,1.0,12.0,23.4,54.8
1733.0,5.0,5.0,7.4,131.1
1700.0,5.0,40.0,24.7,108.2
1470.0,2.0,18.0,23.5,70.8
2110.0,4.0,15.0,18.9,107.0
2516.0,3.0,34.0,3.1,122.4
1852.0,1.0,14.0,7.1,88.3
1639.0,10.0,40.0,13.0,111.2
1364.0,5.0,39.0,22.3,106.0
2477.0,2.0,38.0,6.4,134.0
2553.0,,27.0,20.3,127.7
2948.0,5.0,17.0,15.6,162.9
1266.0,5.0,1.0,1.7,119.1
864.0,1.0,18.0,15.0,57.9
2487.0,4.0,21.0,13.6,145.6
2644.0,1.0,8.0,11.2,133.8
2964.0,5.0,26.0,22.2,163.9
1004.0,5.0,34.0,24.3,58.8
648.0,4.0,19.0,3.2,45.9
838.0,5.0,33.0,16.3,90.8
1657.0,3.0,39.0,19.1,72.6
2394.0,3.0,1.0,19.6,136.7
2677.0,3.0,4.0,18.0,136.2
1786.0,3.0,28.0,12.2,118.9
820.0,2.0,4.0,11.4,42.0
1207.0,3.0,19.0,18.3,88.5
1605.0,3.0,0.0,1.3,94.5
964.0,5.0,5.0,19.8,93.1
2367.0,3.0,28.0,2.4,143.1
1052.0,1.0,29.0,24.8,56.4
2760.0,2.0,9.0,17.4,123.6
2148.0,4.0,37.0,20.3,110.6
746.0,2.0,16.0,3.9,70.5
2074.0,1.0,29.0,11.3,87.7
1109.0,4.0,29.0,9.1,92.7
1942.0,2.0,11.0,13.4,100.0
1766.0,1.0,10.0,6.3,103.9
1709.0,2.0,2.0,24.5,87.4
1996.0,4.0,24.0,18.4,119.5
1506.0,3.0,31.0,24.2,73.0
2535.0,2.0,8.0,7.3,124.0
1669.0,5.0,5.0,22.1,136.0
2649.0,4.0,33.0,15.2,159.7
2867.0,5.0,29.0,15.1,148.6
2954.0,1.0,23.0,3.2,130.9
1510.0,4.0,21.0,23.5,103.7
989.0,5.0,15.0,9.4,106.5
1863.0,,13.0,18.8,103.0
1871.0,2.0,4.0,7.7,93.9
2508.0,4.0,39.0,9.8,142.3
2066.0,1.0,21.0,21.0,115.0
823.0,4.0,5.0,23.7,89.5
2611.0,1.0,10.0,4.3,120.2
2336.0,2.0,7.0,12.6,116.5
942.0,3.0,8.0,8.0,88.1
1619.0,2.0,40.0,16.2,89.7
1389.0,2.0,16.0,5.0,69.4
-500.0,2.0,9.0,7.5,79.9
867.0,4.0,5.0,9.5,66.1
2435.0,5.0,9.0,12.5,142.0
1898.0,2.0,4.0,8.5,95.6
1075.0,4.0,8.0,1.8,82.7
1766.0,4.0,26.0,5.4,116.6
2085.0,1.0,27.0,17.9,98.7
1584.0,4.0,29.0,4.2,98.2
1687.0,5.0,9.0,19.3,111.7
1433.0,2.0,4.0,7.3,107.2
691.0,2.0,1.0,15.8,48.5
1562.0,4.0,21.0,24.6,103.8
1311.0,4.0,4.0,,95.1
2045.0,2.0,28.0,14.7,103.4
1464.0,5.0,4.0,19.5,112.9
1696.0,2.0,22.0,22.6,77.9
1902.0,4.0,24.0,22.0,113.4
1255.0,4.0,25.0,18.7,106.8
1816.0,1.0,23.0,18.0,78.7
1860.0,4.0,20.0,19.5,119.1
1071.0,5.0,6.0,23.6,75.6
2514.0,4.0,35.0,3.9,136.3
2968.0,5.0,13.0,24.0,158.3
2863.0,3.0,35.0,3.7,123.9
1215.0,3.0,22.0,23.7,55.4
856.0,5.0,37.0,10.7,82.2
759.0,5.0,2.0,1.4,82.4
2723.0,2.0,15.0,6.3,138.1
846.0,2.0,3.0,20.8,71.9
1090.0,3.0,40.0,15.4,69.6
1147.0,1.0,14.0,,92.3
1660.0,1.0,5.0,5.3,106.7
1086.0,5.0,27.0,1.9,80.9
1174.0,2.0,37.0,2.9,70.4
2397.0,1.0,40.0,2.9,118.1
1902.0,2.0,1.0,24.5,89.9
1647.0,4.0,36.0,24.2,89.1
2344.0,3.0,3.0,24.2,120.4
893.0,2.0,15.0,5.2,67.5
2529.0,5.0,35.0,17.1,139.2
2480.0,5.0,21.0,2.5,142.2
2070.0,2.0,22.0,10.2,106.9
1623.0,3.0,14.0,8.9,102.6
2743.0,3.0,20.0,4.3,135.7
2431.0,1.0,28.0,6.5,98.5
2563.0,5.0,25.0,1.8,156.2
1930.0,1.0,16.0,17.4,96.0
957.0,1.0,19.0,9.5,67.1
2848.0,2.0,32.0,11.2,138.4
798.0,4.0,10.0,18.3,74.3
799.0,4.0,40.0,1.1,69.7
923.0,3.0,30.0,22.3,50.1
1386.0,2.0,24.0,9.0,75.5
1399.0,2.0,16.0,4.2,83.2
1290.0,4.0,0.0,6.1,74.4
1238.0,4.0,35.0,18.0,63.0
2264.0,4.0,12.0,5.2,139.1
1408.0,1.0,36.0,1.7,70.5
1646.0,3.0,8.0,3.8,114.0
1336.0,2.0,25.0,12.4,80.6
1300.0,3.0,27.0,9.7,92.0
,2.0,40.0,6.5,112.8
1221.0,4.0,32.0,6.4,69.8
1880.0,4.0,28.0,21.1,120.4
1074.0,5.0,35.0,8.1,84.4
2191.0,3.0,15.0,13.3,121.3
2723.0,2.0,15.0,6.3,138.1
