order_value,item_count,discount_pct,customer_return_rate,delivery_days,category_risk,target
134.24,3,63.38,26.66,51,3,1
175.21,1,69.22,68.4,16,4,0
72.52,1,83.39,70.06,25,3,0
178.07,6,5.52,50.01,6,5,0
512.76,1,61.89,65.14,23,4,0
289.85,5,43.13,22.7,33,4,1
78.15,3,65.83,52.4,55,5,1
141.78,2,36.25,7.75,44,1,1
2659.39,2,57.28,39.11,8,5,1
71.72,3,25.9,71.95,41,5,0
349.13,3,42.41,58.26,57,1,1
683.4,2,35.9,37.32,49,2,1
235.77,4,54.72,39.74,51,5,0
256.49,2,47.34,75.86,3,4,0
232.21,2,79.47,73.9,33,1,1
110.78,3,40.86,65.19,8,4,1
49.48,6,26.38,16.81,25,1,0
38.61,3,29.04,33.51,19,3,1
99.82,1,30.05,78.15,59,1,1
146.72,3,24.71,85.63,29,5,0
284.37,4,23.77,35.83,15,1,0
120.08,3,51.12,68.88,12,2,0
245.0,3,47.39,2.5,34,4,1
90.38,2,48.32,58.19,2,4,0
94.3,3,44.5,100.0,46,2,0
128.18,3,37.79,68.83,5,4,0
64.55,1,46.35,60.97,41,2,0
86.92,2,47.96,54.49,10,4,0
64.09,2,36.11,11.18,23,5,1
576.68,4,69.32,29.43,12,1,1
280.17,2,55.72,66.39,34,4,1
328.15,1,42.33,55.02,12,1,1
53.56,4,49.27,50.79,0,5,0
93.43,7,59.8,69.39,10,1,0
43.59,5,82.85,69.22,53,3,0
153.08,3,21.76,45.14,48,5,1
103.25,4,41.47,46.27,39,3,0
128.14,3,32.38,17.59,3,4,0
22.86,4,52.3,36.12,3,3,0
400.16,1,58.69,55.44,42,3,1
877.97,3,60.63,60.57,11,4,0
371.09,3,46.45,56.76,23,5,0
159.45,4,38.73,61.6,43,5,0
98.46,4,27.71,79.67,5,2,0
65.55,3,42.56,42.79,26,5,0
90.06,1,24.82,44.94,38,4,1
303.95,3,30.05,67.67,59,5,1
221.92,2,29.51,36.58,52,4,1
319.88,4,40.47,53.14,38,3,0
445.06,5,54.3,65.96,1,2,0
30.29,2,61.32,55.64,28,1,0
165.73,5,40.74,41.67,38,3,0
526.2,3,49.98,6.83,20,2,0
139.26,2,65.06,41.5,8,2,1
82.51,0,63.47,12.56,13,5,0
97.45,2,36.58,41.74,49,1,1
145.13,4,51.7,54.56,20,5,0
31.42,6,41.81,28.9,35,1,0
177.82,3,65.27,74.49,9,1,0
475.73,3,58.25,48.16,12,3,1
216.94,3,46.67,37.0,55,5,0
188.17,1,98.43,51.74,59,1,1
76.29,2,28.51,61.57,43,5,0
148.6,3,42.43,39.63,17,4,0
272.37,1,25.09,94.13,9,2,0
42.12,3,39.99,37.45,48,4,1
71.13,7,31.09,63.88,51,2,1
95.96,2,62.37,29.55,10,1,1
76.56,3,0.0,63.64,7,2,0
601.14,4,45.94,62.91,50,2,0
113.73,3,64.65,9.77,56,2,1
69.22,4,15.21,57.78,10,5,0
96.36,6,28.39,72.66,51,3,0
198.79,8,33.85,37.71,60,5,0
884.79,4,19.16,49.08,33,5,0
70.2,7,33.29,62.8,25,3,0
147.21,3,33.12,59.38,7,1,0
297.85,2,64.89,60.37,34,1,0
59.01,2,68.51,47.81,48,3,1
186.5,2,46.37,68.42,51,1,0
458.53,4,44.62,100.0,58,3,1
76.67,3,72.15,21.57,27,1,0
185.32,5,81.89,68.64,2,1,0
124.07,1,39.66,20.82,35,1,1
45.98,4,37.16,24.95,21,4,0
190.43,4,68.24,32.78,37,3,1
63.9,6,67.39,41.67,30,1,1
191.0,5,48.97,63.31,59,2,0
102.93,2,66.28,11.43,12,4,1
59.14,3,33.98,96.97,42,2,0
75.42,0,86.35,32.51,25,1,1
124.6,4,53.74,94.81,51,2,0
170.79,0,46.71,62.68,32,5,0
164.52,4,41.25,22.72,4,3,0
274.81,1,64.92,35.94,23,3,1
53.47,3,65.98,26.8,55,5,0
348.62,1,55.96,95.19,21,1,0
142.41,2,60.25,48.07,45,3,1
233.11,1,22.31,40.69,59,2,1
67.42,1,74.1,22.39,35,2,1
75.43,1,67.71,23.41,32,4,1
143.19,2,36.73,61.14,57,3,1
187.71,0,65.63,60.09,10,3,0
64.97,3,44.47,56.8,23,5,0
197.48,1,63.32,69.84,7,1,1
104.52,2,38.31,57.5,47,2,1
211.68,4,47.66,68.39,19,5,0
32.71,3,82.87,62.58,56,5,1
194.74,4,57.32,51.0,6,4,0
311.69,6,80.55,59.24,47,4,0
81.17,3,44.6,70.38,51,5,0
171.83,2,69.69,48.98,9,3,1
54.89,2,66.3,14.12,38,1,1
12.33,3,66.89,55.15,60,2,1
39.67,3,38.54,59.49,47,1,0
96.81,1,36.59,17.0,30,5,1
92.23,1,51.71,44.85,60,1,1
197.12,1,19.9,63.53,38,1,1
260.02,4,43.25,23.78,30,3,0
150.02,4,95.28,60.95,43,5,1
390.51,3,46.67,60.92,25,5,0
440.14,3,51.5,64.78,37,3,1
166.66,3,62.53,11.12,15,1,1
129.5,4,55.43,74.4,56,1,1
276.27,5,77.61,64.4,14,4,1
164.39,3,59.67,44.9,60,4,1
226.72,7,47.86,38.59,55,5,0
88.94,3,64.12,58.89,14,5,0
36.19,3,71.33,43.32,45,3,0
235.89,3,54.24,43.08,11,5,0
271.57,2,53.56,50.85,34,3,1
80.38,0,69.91,35.22,6,1,1
1356.32,4,35.06,51.89,9,5,1
116.72,5,26.95,28.23,47,4,0
202.79,2,44.8,25.96,25,1,1
330.95,2,44.96,39.98,1,1,1
222.54,3,3.75,52.62,42,3,0
72.74,2,33.84,52.87,22,1,1
83.96,0,38.58,58.54,35,5,0
363.49,3,47.75,59.3,50,4,1
135.0,5,65.31,68.81,46,2,1
184.26,2,70.45,62.55,43,2,1
457.87,2,46.94,45.1,51,4,1
307.88,2,36.78,39.36,0,2,0
161.03,0,46.85,65.11,22,3,1
118.38,2,71.27,48.54,48,5,0
50.03,2,70.93,53.76,4,1,0
89.19,1,22.8,65.83,1,2,1
384.31,3,49.66,6.39,11,1,1
131.11,3,35.32,41.39,15,4,1
90.6,2,46.17,40.35,48,1,0
65.69,3,21.07,49.42,28,4,1
94.56,2,59.87,60.87,26,2,0
124.22,3,61.39,33.1,37,1,1
182.08,1,18.2,86.05,57,5,0
83.73,3,63.55,91.93,49,3,0
203.05,4,34.38,57.15,18,2,1
191.29,1,47.97,68.44,30,5,0
814.06,1,43.55,91.84,43,3,1
54.23,1,94.05,73.47,33,5,1
186.64,4,42.59,34.24,49,5,0
28.42,4,58.95,51.02,30,5,0
78.17,2,63.21,60.58,13,3,1
76.49,3,55.62,68.21,3,5,0
29.83,0,40.47,47.11,13,1,1
490.17,1,55.86,45.7,25,1,1
32.5,2,23.28,31.59,26,1,1
200.66,1,56.15,100.0,41,3,1
516.26,3,54.96,65.97,52,3,1
114.28,5,56.3,36.32,6,5,0
201.97,4,57.81,49.33,48,5,0
202.03,4,72.33,65.52,9,3,0
87.7,3,53.29,47.66,9,3,1
134.96,2,70.91,67.64,58,3,1
122.72,5,36.23,75.29,27,2,0
240.42,3,50.86,51.59,35,1,1
91.28,0,85.72,56.15,32,5,1
130.6,2,75.25,80.25,21,3,0
115.81,0,55.11,33.09,43,2,1
94.8,1,24.07,22.53,47,1,1
87.1,2,29.45,54.38,6,2,0
110.95,6,16.65,100.0,19,5,0
164.23,5,47.31,29.9,30,3,1
295.81,5,73.32,53.2,30,5,1
116.24,2,81.98,63.54,15,3,1
335.66,4,24.94,42.34,53,3,0
218.32,2,22.93,32.85,58,4,0
111.27,5,60.06,43.06,54,1,1
109.32,2,69.77,48.01,58,3,0
78.39,1,27.37,30.03,4,1,1
118.26,2,68.78,37.09,51,4,1
100.7,5,38.43,37.28,28,5,0
119.03,2,58.13,2.01,33,5,1
105.4,4,49.9,31.38,21,5,1
55.03,3,0.0,43.1,7,5,0
213.95,4,30.99,51.15,5,4,1
234.47,4,53.88,33.82,40,3,1
151.6,4,57.43,44.9,41,1,1
260.89,4,37.02,45.68,52,2,1
86.94,6,74.69,5.75,49,4,0
79.05,3,38.96,66.13,6,3,0
196.56,4,39.66,40.02,20,3,0
372.78,0,44.2,45.43,16,5,0
81.88,5,5.37,56.98,30,1,1
41.85,2,38.92,59.86,26,2,0
37.24,1,57.99,38.52,30,3,1
161.96,5,34.34,70.01,45,4,1
209.41,4,66.66,68.09,24,2,0
413.74,0,52.37,93.67,36,4,0
66.8,3,65.52,31.65,16,2,1
155.13,6,32.04,62.29,3,3,0
190.35,3,92.97,53.36,30,2,1
262.38,4,43.19,64.82,50,3,1
422.93,1,74.45,45.33,34,1,1
82.04,1,44.79,47.46,29,5,0
161.41,2,85.69,55.15,42,3,1
227.52,4,47.0,85.54,36,2,1
324.77,3,62.55,22.21,21,2,1
133.93,2,32.8,66.47,8,5,0
99.65,2,53.07,52.02,7,2,1
46.56,4,24.68,84.07,47,3,1
184.02,4,90.71,54.15,40,3,1
284.01,1,53.56,37.91,33,3,1
72.35,0,49.79,18.29,31,4,1
174.12,0,85.17,83.19,51,1,1
215.51,3,51.14,39.08,8,5,0
89.92,2,66.48,71.5,32,4,0
32.08,2,85.52,62.13,8,2,1
117.8,6,52.15,55.92,6,3,0
228.31,5,61.6,36.94,56,3,1
17.32,0,54.26,30.62,51,1,0
191.72,2,35.34,29.25,28,1,1
38.01,2,66.57,58.7,5,4,0
358.41,4,71.99,57.85,11,5,0
208.89,1,48.21,19.54,32,5,1
51.95,3,18.42,63.17,23,2,0
55.92,3,71.39,39.95,36,5,1
38.77,5,64.21,34.23,57,3,0
127.61,0,61.81,38.55,50,3,1
58.19,2,40.01,24.23,58,4,1
163.84,2,45.29,59.42,51,4,1
85.34,3,58.33,30.25,27,3,0
98.98,0,52.2,41.27,8,2,0
463.94,0,52.73,44.04,19,1,0
467.57,6,25.17,82.01,23,2,1
79.49,1,29.15,60.29,16,3,0
68.36,4,67.64,63.99,25,4,0
78.41,3,81.96,75.06,34,3,0
51.74,4,65.22,68.9,25,5,0
263.21,1,89.69,38.7,39,2,1
240.55,8,74.15,37.67,30,1,1
163.97,4,49.55,48.32,50,4,1
224.34,1,75.2,42.62,39,2,1
70.36,3,30.01,50.61,54,5,0
471.2,0,29.78,93.27,29,3,1
58.18,4,52.83,80.99,22,4,1
286.15,4,50.66,57.19,27,1,1
120.76,2,50.89,48.95,29,5,0
718.85,4,72.82,44.94,57,5,1
267.94,1,31.33,40.77,30,3,1
83.61,3,46.06,69.36,51,5,0
413.27,1,68.95,95.93,53,2,1
83.79,3,99.03,32.14,17,4,1
145.74,4,59.12,42.18,18,5,0
48.84,7,75.38,64.87,6,3,0
146.15,2,52.37,54.51,48,4,1
185.05,3,86.47,23.08,56,3,1
234.39,8,70.33,3.51,5,5,0
132.57,1,49.86,70.78,5,3,0
53.13,3,36.42,29.44,6,3,0
174.42,2,51.94,1.29,35,2,0
125.03,2,79.93,69.61,32,5,1
50.16,1,68.49,9.84,34,5,0
309.76,2,57.93,25.03,42,4,1
87.95,3,73.2,53.46,5,4,0
38.38,5,31.56,42.18,60,1,1
196.27,3,49.18,46.83,24,5,0
87.73,2,55.76,35.8,20,4,0
174.37,3,47.74,54.95,4,1,0
179.79,2,84.56,31.22,35,3,1
41.07,5,55.54,56.18,24,1,0
90.44,4,42.3,43.82,2,2,0
423.57,3,51.31,86.58,17,1,0
227.21,4,80.61,90.15,36,2,1
619.03,2,39.8,39.59,5,3,1
139.27,6,76.8,71.77,33,4,1
86.21,4,40.68,38.53,31,1,1
778.21,5,47.21,58.15,1,1,0
181.27,1,34.94,58.58,31,5,0
276.61,1,54.91,53.73,15,4,0
196.75,5,75.01,60.63,59,1,1
133.31,5,48.84,65.4,4,4,0
216.54,3,60.72,0.0,7,3,1
122.93,1,45.64,32.71,3,3,0
193.22,1,51.78,42.79,44,2,0
19.49,4,94.64,45.36,24,5,1
138.51,1,32.56,52.06,60,3,0
87.75,3,47.08,34.88,15,5,0
158.62,3,43.13,37.47,1,1,0
98.41,4,78.64,59.03,19,4,0
242.16,3,77.96,57.0,31,1,1
142.3,3,51.42,52.37,19,5,0
238.45,4,51.18,76.86,50,2,1
77.2,7,35.43,54.45,7,5,0
